Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,graph,datetime,date,day_of_year,week,month,hour,edge_type,source_node_type,source_node_type_name,target_node_type,target_node_type_name
602912,0,639051,10738685,1.0,,,,,,,q1_graph2,2025-05-05 06:58:05,2025-05-05,125,19,5,6,email,1,person,1,person
582851,1,527597,10744257,1.0,1.0,1.0,-26.6688,-7.31949,-27.555,-13.373,q1_graph2,2025-05-05 08:30:57,2025-05-05,125,19,5,8,phone,1,person,1,person
582851,1,541017,10754288,1.0,1.0,1.0,-26.6688,-7.31949,-29.4524,-13.6491,q1_graph2,2025-05-05 11:18:08,2025-05-05,125,19,5,11,phone,1,person,1,person
582851,1,585212,10779478,1.0,1.0,4.0,-26.6688,-7.31949,5.62833,-161.113,q1_graph2,2025-05-05 18:17:58,2025-05-05,125,19,5,18,phone,1,person,1,person
544615,0,477138,10787213,1.0,,,,,,,q1_graph2,2025-05-05 20:26:53,2025-05-05,125,19,5,20,email,1,person,1,person
572413,0,477138,10788656,1.0,,,,,,,q1_graph2,2025-05-05 20:50:56,2025-05-05,125,19,5,20,email,1,person,1,person
572413,0,629627,10827522,1.0,,,,,,,q1_graph2,2025-05-06 07:38:42,2025-05-06,126,19,5,7,email,1,person,1,person
644830,0,488928,10857107,1.0,,,,,,,q1_graph2,2025-05-06 15:51:47,2025-05-06,126,19,5,15,email,1,person,1,person
602912,0,477138,10874051,1.0,,,,,,,q1_graph2,2025-05-06 20:34:11,2025-05-06,126,19,5,20,email,1,person,1,person
541017,0,582851,10900665,1.0,,,,,,,q1_graph2,2025-05-07 03:57:45,2025-05-07,127,19,5,3,email,1,person,1,person
602912,1,544615,10901482,1.0,1.0,2.0,-28.3801,-9.46184,-20.6565,91.7841,q1_graph2,2025-05-07 04:11:22,2025-05-07,127,19,5,4,phone,1,person,1,person
602912,0,629627,10927260,1.0,,,,,,,q1_graph2,2025-05-07 11:21:00,2025-05-07,127,19,5,11,email,1,person,1,person
629627,1,477138,10934479,1.0,4.0,3.0,-1.16067,-162.983,-24.7171,-111.474,q1_graph2,2025-05-07 13:21:19,2025-05-07,127,19,5,13,phone,1,person,1,person
515794,0,602912,10952497,1.0,,,,,,,q1_graph2,2025-05-07 18:21:37,2025-05-07,127,19,5,18,email,1,person,1,person
644830,0,488928,10963849,1.0,,,,,,,q1_graph2,2025-05-07 21:30:49,2025-05-07,127,19,5,21,email,1,person,1,person
629627,1,515794,10965136,1.0,4.0,4.0,-1.16067,-162.983,6.71518,-165.251,q1_graph2,2025-05-07 21:52:16,2025-05-07,127,19,5,21,phone,1,person,1,person
644830,0,488928,10976634,1.0,,,,,,,q1_graph2,2025-05-08 01:03:54,2025-05-08,128,19,5,1,email,1,person,1,person
477138,0,629627,11065871,1.0,,,,,,,q1_graph2,2025-05-09 01:51:11,2025-05-09,129,19,5,1,email,1,person,1,person
541017,1,599441,11074863,1.0,1.0,4.0,-29.4524,-13.6491,2.74785,-162.275,q1_graph2,2025-05-09 04:21:03,2025-05-09,129,19,5,4,phone,1,person,1,person
534034,0,582851,11100226,1.0,,,,,,,q1_graph2,2025-05-09 11:23:46,2025-05-09,129,19,5,11,email,1,person,1,person
505965,1,515794,11211138,1.0,4.0,4.0,-3.88606,-166.186,6.71518,-165.251,q1_graph2,2025-05-10 18:12:18,2025-05-10,130,19,5,18,phone,1,person,1,person
477138,0,639051,11259863,1.0,,,,,,,q1_graph2,2025-05-11 07:44:23,2025-05-11,131,19,5,7,email,1,person,1,person
629627,0,563211,11287622,1.0,,,,,,,q1_graph2,2025-05-11 15:27:02,2025-05-11,131,19,5,15,email,1,person,1,person
527597,0,541017,11293594,1.0,,,,,,,q1_graph2,2025-05-11 17:06:34,2025-05-11,131,19,5,17,email,1,person,1,person
602912,1,534449,11319504,1.0,1.0,2.0,-28.3801,-9.46184,-24.0127,90.9734,q1_graph2,2025-05-12 00:18:24,2025-05-12,132,20,5,0,phone,1,person,1,person
505965,1,602912,11345084,1.0,4.0,1.0,-3.88606,-166.186,-28.3801,-9.46184,q1_graph2,2025-05-12 07:24:44,2025-05-12,132,20,5,7,phone,1,person,1,person
544615,0,639051,11361079,1.0,,,,,,,q1_graph2,2025-05-12 11:51:19,2025-05-12,132,20,5,11,email,1,person,1,person
505965,1,544615,11376309,1.0,4.0,2.0,-3.88606,-166.186,-20.6565,91.7841,q1_graph2,2025-05-12 16:05:09,2025-05-12,132,20,5,16,phone,1,person,1,person
544615,0,639051,11398887,1.0,,,,,,,q1_graph2,2025-05-12 22:21:27,2025-05-12,132,20,5,22,email,1,person,1,person
477138,0,534449,11457565,1.0,,,,,,,q1_graph2,2025-05-13 14:39:25,2025-05-13,133,20,5,14,email,1,person,1,person
644830,0,585212,11489905,1.0,,,,,,,q1_graph2,2025-05-13 23:38:25,2025-05-13,133,20,5,23,email,1,person,1,person
602912,0,515794,11521391,1.0,,,,,,,q1_graph2,2025-05-14 08:23:11,2025-05-14,134,20,5,8,email,1,person,1,person
477138,0,544615,11577935,1.0,,,,,,,q1_graph2,2025-05-15 00:05:35,2025-05-15,135,20,5,0,email,1,person,1,person
602912,0,515794,11595165,1.0,,,,,,,q1_graph2,2025-05-15 04:52:45,2025-05-15,135,20,5,4,email,1,person,1,person
505965,1,534449,11595270,1.0,4.0,2.0,-3.88606,-166.186,-24.0127,90.9734,q1_graph2,2025-05-15 04:54:30,2025-05-15,135,20,5,4,phone,1,person,1,person
602912,0,629627,11618838,1.0,,,,,,,q1_graph2,2025-05-15 11:27:18,2025-05-15,135,20,5,11,email,1,person,1,person
629627,1,639051,11628219,1.0,4.0,3.0,-1.16067,-162.983,-25.422,-111.678,q1_graph2,2025-05-15 14:03:39,2025-05-15,135,20,5,14,phone,1,person,1,person
572413,0,639051,11691816,1.0,,,,,,,q1_graph2,2025-05-16 07:43:36,2025-05-16,136,20,5,7,email,1,person,1,person
515794,1,602912,11699884,1.0,4.0,1.0,6.71518,-165.251,-28.3801,-9.46184,q1_graph2,2025-05-16 09:58:04,2025-05-16,136,20,5,9,phone,1,person,1,person
602912,0,477138,11710502,1.0,,,,,,,q1_graph2,2025-05-16 12:55:02,2025-05-16,136,20,5,12,email,1,person,1,person
515794,1,544615,11803196,1.0,4.0,2.0,6.71518,-165.251,-20.6565,91.7841,q1_graph2,2025-05-17 14:39:56,2025-05-17,137,20,5,14,phone,1,person,1,person
602912,0,534449,11817324,1.0,,,,,,,q1_graph2,2025-05-17 18:35:24,2025-05-17,137,20,5,18,email,1,person,1,person
629627,1,602912,11962409,1.0,4.0,1.0,-1.16067,-162.983,-28.3801,-9.46184,q1_graph2,2025-05-19 10:53:29,2025-05-19,139,21,5,10,phone,1,person,1,person
505965,1,534449,11964814,1.0,4.0,2.0,-3.88606,-166.186,-24.0127,90.9734,q1_graph2,2025-05-19 11:33:34,2025-05-19,139,21,5,11,phone,1,person,1,person
505965,1,515794,11971387,1.0,4.0,4.0,-3.88606,-166.186,6.71518,-165.251,q1_graph2,2025-05-19 13:23:07,2025-05-19,139,21,5,13,phone,1,person,1,person
629627,1,505965,11985154,1.0,4.0,4.0,-1.16067,-162.983,-3.88606,-166.186,q1_graph2,2025-05-19 17:12:34,2025-05-19,139,21,5,17,phone,1,person,1,person
572413,0,505965,12014363,1.0,,,,,,,q1_graph2,2025-05-20 01:19:23,2025-05-20,140,21,5,1,email,1,person,1,person
572413,0,544615,12062090,1.0,,,,,,,q1_graph2,2025-05-20 14:34:50,2025-05-20,140,21,5,14,email,1,person,1,person
515794,1,505965,12076559,1.0,4.0,4.0,6.71518,-165.251,-3.88606,-166.186,q1_graph2,2025-05-20 18:35:59,2025-05-20,140,21,5,18,phone,1,person,1,person
602912,0,639051,12091739,1.0,,,,,,,q1_graph2,2025-05-20 22:48:59,2025-05-20,140,21,5,22,email,1,person,1,person
572413,0,515794,12141521,1.0,,,,,,,q1_graph2,2025-05-21 12:38:41,2025-05-21,141,21,5,12,email,1,person,1,person
515794,0,602912,12160102,1.0,,,,,,,q1_graph2,2025-05-21 17:48:22,2025-05-21,141,21,5,17,email,1,person,1,person
505965,1,602912,12173431,1.0,4.0,1.0,-3.88606,-166.186,-28.3801,-9.46184,q1_graph2,2025-05-21 21:30:31,2025-05-21,141,21,5,21,phone,1,person,1,person
602912,0,629627,12228391,1.0,,,,,,,q1_graph2,2025-05-22 12:46:31,2025-05-22,142,21,5,12,email,1,person,1,person
477138,0,505965,12269767,1.0,,,,,,,q1_graph2,2025-05-23 00:16:07,2025-05-23,143,21,5,0,email,1,person,1,person
515794,1,505965,12289830,1.0,4.0,4.0,6.71518,-165.251,-3.88606,-166.186,q1_graph2,2025-05-23 05:50:30,2025-05-23,143,21,5,5,phone,1,person,1,person
629627,0,505965,12338685,1.0,,,,,,,q1_graph2,2025-05-23 19:24:45,2025-05-23,143,21,5,19,email,1,person,1,person
477138,0,515794,12405920,1.0,,,,,,,q1_graph2,2025-05-24 14:05:20,2025-05-24,144,21,5,14,email,1,person,1,person
629627,1,544615,12408293,1.0,4.0,2.0,-1.16067,-162.983,-20.6565,91.7841,q1_graph2,2025-05-24 14:44:53,2025-05-24,144,21,5,14,phone,1,person,1,person
572413,0,602912,12410059,1.0,,,,,,,q1_graph2,2025-05-24 15:14:19,2025-05-24,144,21,5,15,email,1,person,1,person
572413,0,505965,12414409,1.0,,,,,,,q1_graph2,2025-05-24 16:26:49,2025-05-24,144,21,5,16,email,1,person,1,person
629627,1,544615,12440413,1.0,4.0,2.0,-1.16067,-162.983,-20.6565,91.7841,q1_graph2,2025-05-24 23:40:13,2025-05-24,144,21,5,23,phone,1,person,1,person
534449,0,629627,12455753,1.0,,,,,,,q1_graph2,2025-05-25 03:55:53,2025-05-25,145,21,5,3,email,1,person,1,person
544615,0,534449,12484354,1.0,,,,,,,q1_graph2,2025-05-25 11:52:34,2025-05-25,145,21,5,11,email,1,person,1,person
505965,1,602912,12523901,1.0,4.0,1.0,-3.88606,-166.186,-28.3801,-9.46184,q1_graph2,2025-05-25 22:51:41,2025-05-25,145,21,5,22,phone,1,person,1,person
505965,1,629627,12540115,1.0,4.0,4.0,-3.88606,-166.186,-1.16067,-162.983,q1_graph2,2025-05-26 03:21:55,2025-05-26,146,22,5,3,phone,1,person,1,person
505965,1,477138,12550059,1.0,4.0,3.0,-3.88606,-166.186,-24.7171,-111.474,q1_graph2,2025-05-26 06:07:39,2025-05-26,146,22,5,6,phone,1,person,1,person
544615,0,602912,12565287,1.0,,,,,,,q1_graph2,2025-05-26 10:21:27,2025-05-26,146,22,5,10,email,1,person,1,person
585212,0,644830,12572672,1.0,,,,,,,q1_graph2,2025-05-26 12:24:32,2025-05-26,146,22,5,12,email,1,person,1,person
515794,0,629627,12598153,1.0,,,,,,,q1_graph2,2025-05-26 19:29:13,2025-05-26,146,22,5,19,email,1,person,1,person
572413,0,515794,12602602,1.0,,,,,,,q1_graph2,2025-05-26 20:43:22,2025-05-26,146,22,5,20,email,1,person,1,person
515794,0,544615,12623593,1.0,,,,,,,q1_graph2,2025-05-27 02:33:13,2025-05-27,147,22,5,2,email,1,person,1,person
515794,0,629627,12653558,1.0,,,,,,,q1_graph2,2025-05-27 10:52:38,2025-05-27,147,22,5,10,email,1,person,1,person
572413,0,602912,12694819,1.0,,,,,,,q1_graph2,2025-05-27 22:20:19,2025-05-27,147,22,5,22,email,1,person,1,person
515794,0,602912,12712662,1.0,,,,,,,q1_graph2,2025-05-28 03:17:42,2025-05-28,148,22,5,3,email,1,person,1,person
544615,0,639051,12756923,1.0,,,,,,,q1_graph2,2025-05-28 15:35:23,2025-05-28,148,22,5,15,email,1,person,1,person
572413,0,544615,12763657,1.0,,,,,,,q1_graph2,2025-05-28 17:27:37,2025-05-28,148,22,5,17,email,1,person,1,person
602912,0,534449,12827754,1.0,,,,,,,q1_graph2,2025-05-29 11:15:54,2025-05-29,149,22,5,11,email,1,person,1,person
644830,2,487668,13302589,958.0,,,,,,,q1_graph2,2025-06-03 23:09:49,2025-06-03,154,23,6,23,sell,1,person,2,product_category
585212,3,487668,13302589,958.0,,,,,,,q1_graph2,2025-06-03 23:09:49,2025-06-03,154,23,6,23,buy,1,person,2,product_category
644830,2,487668,14314933,213.0,,,,,,,q1_graph2,2025-06-15 16:22:13,2025-06-15,166,24,6,16,sell,1,person,2,product_category
585212,3,487668,14314933,213.0,,,,,,,q1_graph2,2025-06-15 16:22:13,2025-06-15,166,24,6,16,buy,1,person,2,product_category
585212,0,644830,14709092,1.0,,,,,,,q1_graph2,2025-06-20 05:51:32,2025-06-20,171,25,6,5,email,1,person,1,person
585212,0,644830,15791166,1.0,,,,,,,q1_graph2,2025-07-02 18:26:06,2025-07-02,183,27,7,18,email,1,person,1,person
644830,2,487668,15936004,276.0,,,,,,,q1_graph2,2025-07-04 10:40:04,2025-07-04,185,27,7,10,sell,1,person,2,product_category
585212,3,487668,15936004,276.0,,,,,,,q1_graph2,2025-07-04 10:40:04,2025-07-04,185,27,7,10,buy,1,person,2,product_category
644830,2,487668,16227037,245.0,,,,,,,q1_graph2,2025-07-07 19:30:37,2025-07-07,188,28,7,19,sell,1,person,2,product_category
585212,3,487668,16227037,245.0,,,,,,,q1_graph2,2025-07-07 19:30:37,2025-07-07,188,28,7,19,buy,1,person,2,product_category
585212,0,644830,16266273,1.0,,,,,,,q1_graph2,2025-07-08 06:24:33,2025-07-08,189,28,7,6,email,1,person,1,person
644830,2,487668,17764060,213.0,,,,,,,q1_graph2,2025-07-25 14:27:40,2025-07-25,206,30,7,14,sell,1,person,2,product_category
585212,3,487668,17764060,213.0,,,,,,,q1_graph2,2025-07-25 14:27:40,2025-07-25,206,30,7,14,buy,1,person,2,product_category
644830,2,487668,18425192,581.0,,,,,,,q1_graph2,2025-08-02 06:06:32,2025-08-02,214,31,8,6,sell,1,person,2,product_category
585212,3,487668,18425192,581.0,,,,,,,q1_graph2,2025-08-02 06:06:32,2025-08-02,214,31,8,6,buy,1,person,2,product_category
585212,0,644830,18661695,1.0,,,,,,,q1_graph2,2025-08-04 23:48:15,2025-08-04,216,32,8,23,email,1,person,1,person
585212,0,644830,18662380,1.0,,,,,,,q1_graph2,2025-08-04 23:59:40,2025-08-04,216,32,8,23,email,1,person,1,person
644830,2,487668,20170502,209.0,,,,,,,q1_graph2,2025-08-22 10:55:02,2025-08-22,234,34,8,10,sell,1,person,2,product_category
585212,3,487668,20170502,209.0,,,,,,,q1_graph2,2025-08-22 10:55:02,2025-08-22,234,34,8,10,buy,1,person,2,product_category
477138,1,639051,20842531,1.0,3.0,3.0,-24.7171,-111.474,-25.422,-111.678,q1_graph2,2025-08-30 05:35:31,2025-08-30,242,35,8,5,phone,1,person,1,person
477138,1,639051,20906802,1.0,3.0,3.0,-24.7171,-111.474,-25.422,-111.678,q1_graph2,2025-08-30 23:26:42,2025-08-30,242,35,8,23,phone,1,person,1,person
639051,0,629627,21116196,1.0,,,,,,,q1_graph2,2025-09-02 09:36:36,2025-09-02,245,36,9,9,email,1,person,1,person
629627,0,477138,21201625,1.0,,,,,,,q1_graph2,2025-09-03 09:20:25,2025-09-03,246,36,9,9,email,1,person,1,person
477138,1,629627,21334033,1.0,3.0,4.0,-24.7171,-111.474,-1.16067,-162.983,q1_graph2,2025-09-04 22:07:13,2025-09-04,247,36,9,22,phone,1,person,1,person
629627,0,477138,21338033,1.0,,,,,,,q1_graph2,2025-09-04 23:13:53,2025-09-04,247,36,9,23,email,1,person,1,person
639051,0,477138,21545376,1.0,,,,,,,q1_graph2,2025-09-07 08:49:36,2025-09-07,250,36,9,8,email,1,person,1,person
639051,0,602912,21573712,1.0,,,,,,,q1_graph2,2025-09-07 16:41:52,2025-09-07,250,36,9,16,email,1,person,1,person
639051,0,477138,21585601,1.0,,,,,,,q1_graph2,2025-09-07 20:00:01,2025-09-07,250,36,9,20,email,1,person,1,person
602912,1,629627,21606175,1.0,1.0,4.0,-28.3801,-9.46184,-1.16067,-162.983,q1_graph2,2025-09-08 01:42:55,2025-09-08,251,37,9,1,phone,1,person,1,person
629627,1,602912,21618588,1.0,4.0,1.0,-1.16067,-162.983,-28.3801,-9.46184,q1_graph2,2025-09-08 05:09:48,2025-09-08,251,37,9,5,phone,1,person,1,person
639051,1,629627,21644066,1.0,3.0,4.0,-25.422,-111.678,-1.16067,-162.983,q1_graph2,2025-09-08 12:14:26,2025-09-08,251,37,9,12,phone,1,person,1,person
477138,1,602912,21656472,1.0,3.0,1.0,-24.7171,-111.474,-28.3801,-9.46184,q1_graph2,2025-09-08 15:41:12,2025-09-08,251,37,9,15,phone,1,person,1,person
639051,0,477138,21679563,1.0,,,,,,,q1_graph2,2025-09-08 22:06:03,2025-09-08,251,37,9,22,email,1,person,1,person
639051,0,629627,21703598,1.0,,,,,,,q1_graph2,2025-09-09 04:46:38,2025-09-09,252,37,9,4,email,1,person,1,person
639051,0,602912,21707171,1.0,,,,,,,q1_graph2,2025-09-09 05:46:11,2025-09-09,252,37,9,5,email,1,person,1,person
477138,1,602912,21718939,1.0,3.0,1.0,-24.7171,-111.474,-28.3801,-9.46184,q1_graph2,2025-09-09 09:02:19,2025-09-09,252,37,9,9,phone,1,person,1,person
639051,0,477138,21760367,1.0,,,,,,,q1_graph2,2025-09-09 20:32:47,2025-09-09,252,37,9,20,email,1,person,1,person
639051,0,629627,21807202,1.0,,,,,,,q1_graph2,2025-09-10 09:33:22,2025-09-10,253,37,9,9,email,1,person,1,person
602912,0,477138,21819818,1.0,,,,,,,q1_graph2,2025-09-10 13:03:38,2025-09-10,253,37,9,13,email,1,person,1,person
629627,1,602912,21898652,1.0,4.0,1.0,-1.16067,-162.983,-28.3801,-9.46184,q1_graph2,2025-09-11 10:57:32,2025-09-11,254,37,9,10,phone,1,person,1,person
629627,0,602912,21912550,1.0,,,,,,,q1_graph2,2025-09-11 14:49:10,2025-09-11,254,37,9,14,email,1,person,1,person
629627,1,639051,21938489,1.0,4.0,3.0,-1.16067,-162.983,-25.422,-111.678,q1_graph2,2025-09-11 22:01:29,2025-09-11,254,37,9,22,phone,1,person,1,person
629627,1,602912,21955909,1.0,4.0,1.0,-1.16067,-162.983,-28.3801,-9.46184,q1_graph2,2025-09-12 02:51:49,2025-09-12,255,37,9,2,phone,1,person,1,person
639051,1,602912,21981600,1.0,3.0,1.0,-25.422,-111.678,-28.3801,-9.46184,q1_graph2,2025-09-12 10:00:00,2025-09-12,255,37,9,10,phone,1,person,1,person
629627,1,477138,22142162,1.0,4.0,3.0,-1.16067,-162.983,-24.7171,-111.474,q1_graph2,2025-09-14 06:36:02,2025-09-14,257,37,9,6,phone,1,person,1,person
602912,1,639051,22207707,1.0,1.0,3.0,-28.3801,-9.46184,-25.422,-111.678,q1_graph2,2025-09-15 00:48:27,2025-09-15,258,38,9,0,phone,1,person,1,person
477138,1,639051,22211417,1.0,3.0,3.0,-24.7171,-111.474,-25.422,-111.678,q1_graph2,2025-09-15 01:50:17,2025-09-15,258,38,9,1,phone,1,person,1,person
602912,1,629627,22247115,1.0,1.0,4.0,-28.3801,-9.46184,-1.16067,-162.983,q1_graph2,2025-09-15 11:45:15,2025-09-15,258,38,9,11,phone,1,person,1,person
639051,1,602912,22248020,1.0,3.0,1.0,-25.422,-111.678,-28.3801,-9.46184,q1_graph2,2025-09-15 12:00:20,2025-09-15,258,38,9,12,phone,1,person,1,person
629627,6,657173,22264074,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph2,2025-09-15 16:27:54,2025-09-15,258,38,9,16,travels_to,1,person,5,country
639051,1,629627,22334784,1.0,3.0,4.0,-25.422,-111.678,-1.16067,-162.983,q1_graph2,2025-09-16 12:06:24,2025-09-16,259,38,9,12,phone,1,person,1,person
629627,6,625756,22350474,7.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph2,2025-09-16 16:27:54,2025-09-16,259,38,9,16,travels_to,1,person,5,country
477138,0,639051,22399630,1.0,,,,,,,q1_graph2,2025-09-17 06:07:10,2025-09-17,260,38,9,6,email,1,person,1,person
629627,0,602912,22420882,1.0,,,,,,,q1_graph2,2025-09-17 12:01:22,2025-09-17,260,38,9,12,email,1,person,1,person
639051,0,477138,22422133,1.0,,,,,,,q1_graph2,2025-09-17 12:22:13,2025-09-17,260,38,9,12,email,1,person,1,person
639051,0,477138,22451808,1.0,,,,,,,q1_graph2,2025-09-17 20:36:48,2025-09-17,260,38,9,20,email,1,person,1,person
639051,0,629627,22462831,1.0,,,,,,,q1_graph2,2025-09-17 23:40:31,2025-09-17,260,38,9,23,email,1,person,1,person
602912,1,639051,22475347,1.0,1.0,3.0,-28.3801,-9.46184,-25.422,-111.678,q1_graph2,2025-09-18 03:09:07,2025-09-18,261,38,9,3,phone,1,person,1,person
534034,6,657173,22523274,1.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph2,2025-09-18 16:27:54,2025-09-18,261,38,9,16,travels_to,1,person,5,country
477138,0,602912,22530022,1.0,,,,,,,q1_graph2,2025-09-18 18:20:22,2025-09-18,261,38,9,18,email,1,person,1,person
602912,0,477138,22531593,1.0,,,,,,,q1_graph2,2025-09-18 18:46:33,2025-09-18,261,38,9,18,email,1,person,1,person
477138,1,629627,22536510,1.0,3.0,4.0,-24.7171,-111.474,-1.16067,-162.983,q1_graph2,2025-09-18 20:08:30,2025-09-18,261,38,9,20,phone,1,person,1,person
602912,0,477138,22554406,1.0,,,,,,,q1_graph2,2025-09-19 01:06:46,2025-09-19,262,38,9,1,email,1,person,1,person
629627,0,639051,22576342,1.0,,,,,,,q1_graph2,2025-09-19 07:12:22,2025-09-19,262,38,9,7,email,1,person,1,person
629627,0,639051,22663848,1.0,,,,,,,q1_graph2,2025-09-20 07:30:48,2025-09-20,263,38,9,7,email,1,person,1,person
639051,1,477138,22665558,1.0,3.0,3.0,-25.422,-111.678,-24.7171,-111.474,q1_graph2,2025-09-20 07:59:18,2025-09-20,263,38,9,7,phone,1,person,1,person
602912,0,629627,22666112,1.0,,,,,,,q1_graph2,2025-09-20 08:08:32,2025-09-20,263,38,9,8,email,1,person,1,person
602912,0,477138,22757505,1.0,,,,,,,q1_graph2,2025-09-21 09:31:45,2025-09-21,264,38,9,9,email,1,person,1,person
477138,0,602912,22804809,1.0,,,,,,,q1_graph2,2025-09-21 22:40:09,2025-09-21,264,38,9,22,email,1,person,1,person
602912,0,639051,22824279,1.0,,,,,,,q1_graph2,2025-09-22 04:04:39,2025-09-22,265,39,9,4,email,1,person,1,person
602912,1,639051,22830587,1.0,1.0,3.0,-28.3801,-9.46184,-25.422,-111.678,q1_graph2,2025-09-22 05:49:47,2025-09-22,265,39,9,5,phone,1,person,1,person
602912,0,477138,22884475,1.0,,,,,,,q1_graph2,2025-09-22 20:47:55,2025-09-22,265,39,9,20,email,1,person,1,person
629627,0,639051,22934478,1.0,,,,,,,q1_graph2,2025-09-23 10:41:18,2025-09-23,266,39,9,10,email,1,person,1,person
629627,0,639051,22943918,1.0,,,,,,,q1_graph2,2025-09-23 13:18:38,2025-09-23,266,39,9,13,email,1,person,1,person
477138,1,602912,22975397,1.0,3.0,1.0,-24.7171,-111.474,-28.3801,-9.46184,q1_graph2,2025-09-23 22:03:17,2025-09-23,266,39,9,22,phone,1,person,1,person
629627,1,602912,22997872,1.0,4.0,1.0,-1.16067,-162.983,-28.3801,-9.46184,q1_graph2,2025-09-24 04:17:52,2025-09-24,267,39,9,4,phone,1,person,1,person
629627,0,477138,23012151,1.0,,,,,,,q1_graph2,2025-09-24 08:15:51,2025-09-24,267,39,9,8,email,1,person,1,person
602912,0,629627,23034767,1.0,,,,,,,q1_graph2,2025-09-24 14:32:47,2025-09-24,267,39,9,14,email,1,person,1,person
629627,0,639051,23096951,1.0,,,,,,,q1_graph2,2025-09-25 07:49:11,2025-09-25,268,39,9,7,email,1,person,1,person
639051,0,477138,23115416,1.0,,,,,,,q1_graph2,2025-09-25 12:56:56,2025-09-25,268,39,9,12,email,1,person,1,person
477138,0,602912,23174900,1.0,,,,,,,q1_graph2,2025-09-26 05:28:20,2025-09-26,269,39,9,5,email,1,person,1,person
639051,0,477138,23185940,1.0,,,,,,,q1_graph2,2025-09-26 08:32:20,2025-09-26,269,39,9,8,email,1,person,1,person
534034,6,625756,23214474,5.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph2,2025-09-26 16:27:54,2025-09-26,269,39,9,16,travels_to,1,person,5,country
639051,0,602912,23246868,1.0,,,,,,,q1_graph2,2025-09-27 01:27:48,2025-09-27,270,39,9,1,email,1,person,1,person
477138,0,629627,23248867,1.0,,,,,,,q1_graph2,2025-09-27 02:01:07,2025-09-27,270,39,9,2,email,1,person,1,person
477138,0,629627,23282119,1.0,,,,,,,q1_graph2,2025-09-27 11:15:19,2025-09-27,270,39,9,11,email,1,person,1,person
639051,1,629627,23282608,1.0,3.0,4.0,-25.422,-111.678,-1.16067,-162.983,q1_graph2,2025-09-27 11:23:28,2025-09-27,270,39,9,11,phone,1,person,1,person
477138,1,639051,23301338,1.0,3.0,3.0,-24.7171,-111.474,-25.422,-111.678,q1_graph2,2025-09-27 16:35:38,2025-09-27,270,39,9,16,phone,1,person,1,person
639051,1,477138,23309100,1.0,3.0,3.0,-25.422,-111.678,-24.7171,-111.474,q1_graph2,2025-09-27 18:45:00,2025-09-27,270,39,9,18,phone,1,person,1,person
639051,1,629627,23328537,1.0,3.0,4.0,-25.422,-111.678,-1.16067,-162.983,q1_graph2,2025-09-28 00:08:57,2025-09-28,271,39,9,0,phone,1,person,1,person
477138,1,629627,23329146,1.0,3.0,4.0,-24.7171,-111.474,-1.16067,-162.983,q1_graph2,2025-09-28 00:19:06,2025-09-28,271,39,9,0,phone,1,person,1,person
477138,1,602912,23336361,1.0,3.0,1.0,-24.7171,-111.474,-28.3801,-9.46184,q1_graph2,2025-09-28 02:19:21,2025-09-28,271,39,9,2,phone,1,person,1,person
639051,1,477138,23345203,1.0,3.0,3.0,-25.422,-111.678,-24.7171,-111.474,q1_graph2,2025-09-28 04:46:43,2025-09-28,271,39,9,4,phone,1,person,1,person
639051,0,629627,23357281,1.0,,,,,,,q1_graph2,2025-09-28 08:08:01,2025-09-28,271,39,9,8,email,1,person,1,person
599441,6,657173,23387274,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph2,2025-09-28 16:27:54,2025-09-28,271,39,9,16,travels_to,1,person,5,country
477138,1,639051,23387824,1.0,3.0,3.0,-24.7171,-111.474,-25.422,-111.678,q1_graph2,2025-09-28 16:37:04,2025-09-28,271,39,9,16,phone,1,person,1,person
639051,0,629627,23439733,1.0,,,,,,,q1_graph2,2025-09-29 07:02:13,2025-09-29,272,40,9,7,email,1,person,1,person
477138,1,639051,23493997,1.0,3.0,3.0,-24.7171,-111.474,-25.422,-111.678,q1_graph2,2025-09-29 22:06:37,2025-09-29,272,40,9,22,phone,1,person,1,person
602912,0,629627,23510059,1.0,,,,,,,q1_graph2,2025-09-30 02:34:19,2025-09-30,273,40,9,2,email,1,person,1,person
629627,1,639051,23555844,1.0,4.0,3.0,-1.16067,-162.983,-25.422,-111.678,q1_graph2,2025-09-30 15:17:24,2025-09-30,273,40,9,15,phone,1,person,1,person
602912,0,629627,23591447,1.0,,,,,,,q1_graph2,2025-10-01 01:10:47,2025-10-01,274,40,10,1,email,1,person,1,person
629627,0,639051,23613478,1.0,,,,,,,q1_graph2,2025-10-01 07:17:58,2025-10-01,274,40,10,7,email,1,person,1,person
629627,0,639051,23636603,1.0,,,,,,,q1_graph2,2025-10-01 13:43:23,2025-10-01,274,40,10,13,email,1,person,1,person
