Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,graph,datetime,date,day_of_year,week,month,hour,edge_type,source_node_type,source_node_type_name,target_node_type,target_node_type_name,pair_min,pair_max
635665,1,640464,24703970,1.0,0.0,0.0,29.3296,-37.8076,35.8806,-34.5372,q1_graph1,2025-10-13 22:12:50,2025-10-13,286,42,10,22,phone,1,person,1,person,635665,640464
640464,1,635665,24726314,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076,q1_graph1,2025-10-14 04:25:14,2025-10-14,287,42,10,4,phone,1,person,1,person,635665,640464
640464,1,570411,24787278,1.0,0.0,0.0,35.8806,-34.5372,32.6654,-48.6701,q1_graph1,2025-10-14 21:21:18,2025-10-14,287,42,10,21,phone,1,person,1,person,570411,640464
640464,1,635665,24880980,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076,q1_graph1,2025-10-15 23:23:00,2025-10-15,288,42,10,23,phone,1,person,1,person,635665,640464
640464,1,570411,24900262,1.0,0.0,0.0,35.8806,-34.5372,32.6654,-48.6701,q1_graph1,2025-10-16 04:44:22,2025-10-16,289,42,10,4,phone,1,person,1,person,570411,640464
635665,1,570411,24914745,1.0,0.0,0.0,29.3296,-37.8076,32.6654,-48.6701,q1_graph1,2025-10-16 08:45:45,2025-10-16,289,42,10,8,phone,1,person,1,person,570411,635665
640464,1,635665,25023225,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076,q1_graph1,2025-10-17 14:53:45,2025-10-17,290,42,10,14,phone,1,person,1,person,635665,640464
570411,0,635665,25084575,1.0,,,,,,,q1_graph1,2025-10-18 07:56:15,2025-10-18,291,42,10,7,email,1,person,1,person,570411,635665
640464,1,570411,25114159,1.0,0.0,0.0,35.8806,-34.5372,32.6654,-48.6701,q1_graph1,2025-10-18 16:09:19,2025-10-18,291,42,10,16,phone,1,person,1,person,570411,640464
635665,1,570411,25132002,1.0,0.0,0.0,29.3296,-37.8076,32.6654,-48.6701,q1_graph1,2025-10-18 21:06:42,2025-10-18,291,42,10,21,phone,1,person,1,person,570411,635665
572413,1,629627,1296000,1.0,4.0,4.0,-2.24962,-165.651,-1.16067,-162.983,q1_graph2,2025-01-16 00:00:00,2025-01-16,16,3,1,0,phone,1,person,1,person,572413,629627
572413,1,505965,1302571,1.0,4.0,4.0,-2.24962,-165.651,-3.88606,-166.186,q1_graph2,2025-01-16 01:49:31,2025-01-16,16,3,1,1,phone,1,person,1,person,505965,572413
505965,0,629627,1308663,1.0,,,,,,,q1_graph2,2025-01-16 03:31:03,2025-01-16,16,3,1,3,email,1,person,1,person,505965,629627
572413,1,505965,1316274,1.0,4.0,4.0,-2.24962,-165.651,-3.88606,-166.186,q1_graph2,2025-01-16 05:37:54,2025-01-16,16,3,1,5,phone,1,person,1,person,505965,572413
629627,1,515794,1316615,1.0,4.0,4.0,-1.16067,-162.983,6.71518,-165.251,q1_graph2,2025-01-16 05:43:35,2025-01-16,16,3,1,5,phone,1,person,1,person,515794,629627
505965,0,515794,1325061,1.0,,,,,,,q1_graph2,2025-01-16 08:04:21,2025-01-16,16,3,1,8,email,1,person,1,person,505965,515794
572413,1,629627,1336641,1.0,4.0,4.0,-2.24962,-165.651,-1.16067,-162.983,q1_graph2,2025-01-16 11:17:21,2025-01-16,16,3,1,11,phone,1,person,1,person,572413,629627
572413,1,515794,1355121,1.0,4.0,4.0,-2.24962,-165.651,6.71518,-165.251,q1_graph2,2025-01-16 16:25:21,2025-01-16,16,3,1,16,phone,1,person,1,person,515794,572413
515794,1,505965,1360796,1.0,4.0,4.0,6.71518,-165.251,-3.88606,-166.186,q1_graph2,2025-01-16 17:59:56,2025-01-16,16,3,1,17,phone,1,person,1,person,505965,515794
515794,1,505965,1368519,1.0,4.0,4.0,6.71518,-165.251,-3.88606,-166.186,q1_graph2,2025-01-16 20:08:39,2025-01-16,16,3,1,20,phone,1,person,1,person,505965,515794
572413,1,505965,1368710,1.0,4.0,4.0,-2.24962,-165.651,-3.88606,-166.186,q1_graph2,2025-01-16 20:11:50,2025-01-16,16,3,1,20,phone,1,person,1,person,505965,572413
505965,0,515794,1372640,1.0,,,,,,,q1_graph2,2025-01-16 21:17:20,2025-01-16,16,3,1,21,email,1,person,1,person,505965,515794
572413,1,515794,1380370,1.0,4.0,4.0,-2.24962,-165.651,6.71518,-165.251,q1_graph2,2025-01-16 23:26:10,2025-01-16,16,3,1,23,phone,1,person,1,person,515794,572413
505965,0,515794,1431512,1.0,,,,,,,q1_graph2,2025-01-17 13:38:32,2025-01-17,17,3,1,13,email,1,person,1,person,505965,515794
629627,1,515794,1466354,1.0,4.0,4.0,-1.16067,-162.983,6.71518,-165.251,q1_graph2,2025-01-17 23:19:14,2025-01-17,17,3,1,23,phone,1,person,1,person,515794,629627
572413,1,505965,1475513,1.0,4.0,4.0,-2.24962,-165.651,-3.88606,-166.186,q1_graph2,2025-01-18 01:51:53,2025-01-18,18,3,1,1,phone,1,person,1,person,505965,572413
515794,1,505965,1477390,1.0,4.0,4.0,6.71518,-165.251,-3.88606,-166.186,q1_graph2,2025-01-18 02:23:10,2025-01-18,18,3,1,2,phone,1,person,1,person,505965,515794
572413,1,629627,1503450,1.0,4.0,4.0,-2.24962,-165.651,-1.16067,-162.983,q1_graph2,2025-01-18 09:37:30,2025-01-18,18,3,1,9,phone,1,person,1,person,572413,629627
515794,1,629627,1518265,1.0,4.0,4.0,6.71518,-165.251,-1.16067,-162.983,q1_graph2,2025-01-18 13:44:25,2025-01-18,18,3,1,13,phone,1,person,1,person,515794,629627
515794,1,505965,1532336,1.0,4.0,4.0,6.71518,-165.251,-3.88606,-166.186,q1_graph2,2025-01-18 17:38:56,2025-01-18,18,3,1,17,phone,1,person,1,person,505965,515794
505965,0,629627,1538449,1.0,,,,,,,q1_graph2,2025-01-18 19:20:49,2025-01-18,18,3,1,19,email,1,person,1,person,505965,629627
515794,0,629627,1578355,1.0,,,,,,,q1_graph2,2025-01-19 06:25:55,2025-01-19,19,3,1,6,email,1,person,1,person,515794,629627
515794,0,505965,1589475,1.0,,,,,,,q1_graph2,2025-01-19 09:31:15,2025-01-19,19,3,1,9,email,1,person,1,person,505965,515794
515794,1,629627,1609697,1.0,4.0,4.0,6.71518,-165.251,-1.16067,-162.983,q1_graph2,2025-01-19 15:08:17,2025-01-19,19,3,1,15,phone,1,person,1,person,515794,629627
515794,0,505965,1630374,1.0,,,,,,,q1_graph2,2025-01-19 20:52:54,2025-01-19,19,3,1,20,email,1,person,1,person,505965,515794
515794,0,629627,1637146,1.0,,,,,,,q1_graph2,2025-01-19 22:45:46,2025-01-19,19,3,1,22,email,1,person,1,person,515794,629627
515794,0,629627,1651736,1.0,,,,,,,q1_graph2,2025-01-20 02:48:56,2025-01-20,20,4,1,2,email,1,person,1,person,515794,629627
572413,1,515794,1669897,1.0,4.0,4.0,-2.24962,-165.651,6.71518,-165.251,q1_graph2,2025-01-20 07:51:37,2025-01-20,20,4,1,7,phone,1,person,1,person,515794,572413
515794,0,629627,1679456,1.0,,,,,,,q1_graph2,2025-01-20 10:30:56,2025-01-20,20,4,1,10,email,1,person,1,person,515794,629627
572413,1,505965,1692111,1.0,4.0,4.0,-2.24962,-165.651,-3.88606,-166.186,q1_graph2,2025-01-20 14:01:51,2025-01-20,20,4,1,14,phone,1,person,1,person,505965,572413
505965,0,515794,1692798,1.0,,,,,,,q1_graph2,2025-01-20 14:13:18,2025-01-20,20,4,1,14,email,1,person,1,person,505965,515794
572413,1,629627,1695281,1.0,4.0,4.0,-2.24962,-165.651,-1.16067,-162.983,q1_graph2,2025-01-20 14:54:41,2025-01-20,20,4,1,14,phone,1,person,1,person,572413,629627
505965,0,515794,1720161,1.0,,,,,,,q1_graph2,2025-01-20 21:49:21,2025-01-20,20,4,1,21,email,1,person,1,person,505965,515794
572413,1,515794,1732391,1.0,4.0,4.0,-2.24962,-165.651,6.71518,-165.251,q1_graph2,2025-01-21 01:13:11,2025-01-21,21,4,1,1,phone,1,person,1,person,515794,572413
515794,0,505965,1732586,1.0,,,,,,,q1_graph2,2025-01-21 01:16:26,2025-01-21,21,4,1,1,email,1,person,1,person,505965,515794
515794,1,629627,1733739,1.0,4.0,4.0,6.71518,-165.251,-1.16067,-162.983,q1_graph2,2025-01-21 01:35:39,2025-01-21,21,4,1,1,phone,1,person,1,person,515794,629627
572413,1,505965,1736351,1.0,4.0,4.0,-2.24962,-165.651,-3.88606,-166.186,q1_graph2,2025-01-21 02:19:11,2025-01-21,21,4,1,2,phone,1,person,1,person,505965,572413
505965,0,629627,1758690,1.0,,,,,,,q1_graph2,2025-01-21 08:31:30,2025-01-21,21,4,1,8,email,1,person,1,person,505965,629627
629627,1,505965,1779937,1.0,4.0,4.0,-1.16067,-162.983,-3.88606,-166.186,q1_graph2,2025-01-21 14:25:37,2025-01-21,21,4,1,14,phone,1,person,1,person,505965,629627
515794,0,505965,1791802,1.0,,,,,,,q1_graph2,2025-01-21 17:43:22,2025-01-21,21,4,1,17,email,1,person,1,person,505965,515794
505965,0,629627,1797636,1.0,,,,,,,q1_graph2,2025-01-21 19:20:36,2025-01-21,21,4,1,19,email,1,person,1,person,505965,629627
629627,1,515794,1804143,1.0,4.0,4.0,-1.16067,-162.983,6.71518,-165.251,q1_graph2,2025-01-21 21:09:03,2025-01-21,21,4,1,21,phone,1,person,1,person,515794,629627
515794,1,629627,1810012,1.0,4.0,4.0,6.71518,-165.251,-1.16067,-162.983,q1_graph2,2025-01-21 22:46:52,2025-01-21,21,4,1,22,phone,1,person,1,person,515794,629627
505965,0,629627,1817071,1.0,,,,,,,q1_graph2,2025-01-22 00:44:31,2025-01-22,22,4,1,0,email,1,person,1,person,505965,629627
572413,1,629627,1821154,1.0,4.0,4.0,-2.24962,-165.651,-1.16067,-162.983,q1_graph2,2025-01-22 01:52:34,2025-01-22,22,4,1,1,phone,1,person,1,person,572413,629627
572413,1,629627,1830463,1.0,4.0,4.0,-2.24962,-165.651,-1.16067,-162.983,q1_graph2,2025-01-22 04:27:43,2025-01-22,22,4,1,4,phone,1,person,1,person,572413,629627
572413,1,505965,1844074,1.0,4.0,4.0,-2.24962,-165.651,-3.88606,-166.186,q1_graph2,2025-01-22 08:14:34,2025-01-22,22,4,1,8,phone,1,person,1,person,505965,572413
572413,1,505965,1873199,1.0,4.0,4.0,-2.24962,-165.651,-3.88606,-166.186,q1_graph2,2025-01-22 16:19:59,2025-01-22,22,4,1,16,phone,1,person,1,person,505965,572413
541017,0,563211,1982342,1.0,,,,,,,q1_graph2,2025-01-23 22:39:02,2025-01-23,23,4,1,22,email,1,person,1,person,541017,563211
585212,1,563211,2213247,1.0,4.0,1.0,5.62833,-161.113,-27.3353,-18.2227,q1_graph2,2025-01-26 14:47:27,2025-01-26,26,4,1,14,phone,1,person,1,person,563211,585212
541017,1,629627,2381635,1.0,1.0,4.0,-29.4524,-13.6491,-1.16067,-162.983,q1_graph2,2025-01-28 13:33:55,2025-01-28,28,5,1,13,phone,1,person,1,person,541017,629627
585212,1,541017,2457218,1.0,4.0,1.0,5.62833,-161.113,-29.4524,-13.6491,q1_graph2,2025-01-29 10:33:38,2025-01-29,29,5,1,10,phone,1,person,1,person,541017,585212
585212,1,599441,2507087,1.0,4.0,4.0,5.62833,-161.113,2.74785,-162.275,q1_graph2,2025-01-30 00:24:47,2025-01-30,30,5,1,0,phone,1,person,1,person,585212,599441
541017,1,563211,2585350,1.0,1.0,1.0,-29.4524,-13.6491,-27.3353,-18.2227,q1_graph2,2025-01-30 22:09:10,2025-01-30,30,5,1,22,phone,1,person,1,person,541017,563211
599441,0,527597,2746226,1.0,,,,,,,q1_graph2,2025-02-01 18:50:26,2025-02-01,32,5,2,18,email,1,person,1,person,527597,599441
582851,1,541017,2875591,1.0,1.0,1.0,-26.6688,-7.31949,-29.4524,-13.6491,q1_graph2,2025-02-03 06:46:31,2025-02-03,34,6,2,6,phone,1,person,1,person,541017,582851
629627,0,585212,2950741,1.0,,,,,,,q1_graph2,2025-02-04 03:39:01,2025-02-04,35,6,2,3,email,1,person,1,person,585212,629627
599441,0,534034,3023537,1.0,,,,,,,q1_graph2,2025-02-04 23:52:17,2025-02-04,35,6,2,23,email,1,person,1,person,534034,599441
527597,0,563211,3050236,1.0,,,,,,,q1_graph2,2025-02-05 07:17:16,2025-02-05,36,6,2,7,email,1,person,1,person,527597,563211
582851,1,527597,3110367,1.0,1.0,1.0,-26.6688,-7.31949,-27.555,-13.373,q1_graph2,2025-02-05 23:59:27,2025-02-05,36,6,2,23,phone,1,person,1,person,527597,582851
599441,0,629627,3153653,1.0,,,,,,,q1_graph2,2025-02-06 12:00:53,2025-02-06,37,6,2,12,email,1,person,1,person,599441,629627
582851,1,585212,3225713,1.0,1.0,4.0,-26.6688,-7.31949,5.62833,-161.113,q1_graph2,2025-02-07 08:01:53,2025-02-07,38,6,2,8,phone,1,person,1,person,582851,585212
629627,0,582851,3409195,1.0,,,,,,,q1_graph2,2025-02-09 10:59:55,2025-02-09,40,6,2,10,email,1,person,1,person,582851,629627
582851,1,563211,3422276,1.0,1.0,1.0,-26.6688,-7.31949,-27.3353,-18.2227,q1_graph2,2025-02-09 14:37:56,2025-02-09,40,6,2,14,phone,1,person,1,person,563211,582851
541017,1,563211,3502862,1.0,1.0,1.0,-29.4524,-13.6491,-27.3353,-18.2227,q1_graph2,2025-02-10 13:01:02,2025-02-10,41,7,2,13,phone,1,person,1,person,541017,563211
629627,0,599441,3581012,1.0,,,,,,,q1_graph2,2025-02-11 10:43:32,2025-02-11,42,7,2,10,email,1,person,1,person,599441,629627
563211,0,585212,4177530,1.0,,,,,,,q1_graph2,2025-02-18 08:25:30,2025-02-18,49,8,2,8,email,1,person,1,person,563211,585212
534034,0,629627,4287760,1.0,,,,,,,q1_graph2,2025-02-19 15:02:40,2025-02-19,50,8,2,15,email,1,person,1,person,534034,629627
541017,0,527597,4424230,1.0,,,,,,,q1_graph2,2025-02-21 04:57:10,2025-02-21,52,8,2,4,email,1,person,1,person,527597,541017
629627,0,585212,4440724,1.0,,,,,,,q1_graph2,2025-02-21 09:32:04,2025-02-21,52,8,2,9,email,1,person,1,person,585212,629627
629627,0,527597,4555568,1.0,,,,,,,q1_graph2,2025-02-22 17:26:08,2025-02-22,53,8,2,17,email,1,person,1,person,527597,629627
527597,0,534034,4752011,1.0,,,,,,,q1_graph2,2025-02-25 00:00:11,2025-02-25,56,9,2,0,email,1,person,1,person,527597,534034
629627,0,599441,4819651,1.0,,,,,,,q1_graph2,2025-02-25 18:47:31,2025-02-25,56,9,2,18,email,1,person,1,person,599441,629627
644830,0,585212,4940501,1.0,,,,,,,q1_graph2,2025-02-27 04:21:41,2025-02-27,58,9,2,4,email,1,person,1,person,585212,644830
527597,1,585212,4954955,1.0,1.0,4.0,-27.555,-13.373,5.62833,-161.113,q1_graph2,2025-02-27 08:22:35,2025-02-27,58,9,2,8,phone,1,person,1,person,527597,585212
644830,0,488928,4992132,1.0,,,,,,,q1_graph2,2025-02-27 18:42:12,2025-02-27,58,9,2,18,email,1,person,1,person,488928,644830
527597,1,585212,5005411,1.0,1.0,4.0,-27.555,-13.373,5.62833,-161.113,q1_graph2,2025-02-27 22:23:31,2025-02-27,58,9,2,22,phone,1,person,1,person,527597,585212
527597,0,599441,5032573,1.0,,,,,,,q1_graph2,2025-02-28 05:56:13,2025-02-28,59,9,2,5,email,1,person,1,person,527597,599441
534034,0,629627,5150002,1.0,,,,,,,q1_graph2,2025-03-01 14:33:22,2025-03-01,60,9,3,14,email,1,person,1,person,534034,629627
541017,0,599441,5179013,1.0,,,,,,,q1_graph2,2025-03-01 22:36:53,2025-03-01,60,9,3,22,email,1,person,1,person,541017,599441
527597,0,629627,5254924,1.0,,,,,,,q1_graph2,2025-03-02 19:42:04,2025-03-02,61,9,3,19,email,1,person,1,person,527597,629627
541017,1,629627,5393531,1.0,1.0,4.0,-29.4524,-13.6491,-1.16067,-162.983,q1_graph2,2025-03-04 10:12:11,2025-03-04,63,10,3,10,phone,1,person,1,person,541017,629627
527597,0,585212,5573115,1.0,,,,,,,q1_graph2,2025-03-06 12:05:15,2025-03-06,65,10,3,12,email,1,person,1,person,527597,585212
585212,0,644830,5573577,1.0,,,,,,,q1_graph2,2025-03-06 12:12:57,2025-03-06,65,10,3,12,email,1,person,1,person,585212,644830
488928,0,585212,5720004,1.0,,,,,,,q1_graph2,2025-03-08 04:53:24,2025-03-08,67,10,3,4,email,1,person,1,person,488928,585212
527597,1,534034,5742927,1.0,1.0,4.0,-27.555,-13.373,0.486228,-168.472,q1_graph2,2025-03-08 11:15:27,2025-03-08,67,10,3,11,phone,1,person,1,person,527597,534034
599441,0,585212,5814474,1.0,,,,,,,q1_graph2,2025-03-09 07:07:54,2025-03-09,68,10,3,7,email,1,person,1,person,585212,599441
585212,0,644830,5870257,1.0,,,,,,,q1_graph2,2025-03-09 22:37:37,2025-03-09,68,10,3,22,email,1,person,1,person,585212,644830
585212,0,488928,5876469,1.0,,,,,,,q1_graph2,2025-03-10 00:21:09,2025-03-10,69,11,3,0,email,1,person,1,person,488928,585212
534034,0,585212,5906427,1.0,,,,,,,q1_graph2,2025-03-10 08:40:27,2025-03-10,69,11,3,8,email,1,person,1,person,534034,585212
644830,0,488928,5932656,1.0,,,,,,,q1_graph2,2025-03-10 15:57:36,2025-03-10,69,11,3,15,email,1,person,1,person,488928,644830
585212,1,629627,5992930,1.0,4.0,4.0,5.62833,-161.113,-1.16067,-162.983,q1_graph2,2025-03-11 08:42:10,2025-03-11,70,11,3,8,phone,1,person,1,person,585212,629627
488928,0,585212,6002958,1.0,,,,,,,q1_graph2,2025-03-11 11:29:18,2025-03-11,70,11,3,11,email,1,person,1,person,488928,585212
527597,1,599441,6010507,1.0,1.0,4.0,-27.555,-13.373,2.74785,-162.275,q1_graph2,2025-03-11 13:35:07,2025-03-11,70,11,3,13,phone,1,person,1,person,527597,599441
644830,0,585212,6015112,1.0,,,,,,,q1_graph2,2025-03-11 14:51:52,2025-03-11,70,11,3,14,email,1,person,1,person,585212,644830
585212,0,488928,6226591,1.0,,,,,,,q1_graph2,2025-03-14 01:36:31,2025-03-14,73,11,3,1,email,1,person,1,person,488928,585212
585212,0,488928,6272425,1.0,,,,,,,q1_graph2,2025-03-14 14:20:25,2025-03-14,73,11,3,14,email,1,person,1,person,488928,585212
582851,1,629627,6341437,1.0,1.0,4.0,-26.6688,-7.31949,-1.16067,-162.983,q1_graph2,2025-03-15 09:30:37,2025-03-15,74,11,3,9,phone,1,person,1,person,582851,629627
488928,0,585212,6359006,1.0,,,,,,,q1_graph2,2025-03-15 14:23:26,2025-03-15,74,11,3,14,email,1,person,1,person,488928,585212
527597,1,563211,6384799,1.0,1.0,1.0,-27.555,-13.373,-27.3353,-18.2227,q1_graph2,2025-03-15 21:33:19,2025-03-15,74,11,3,21,phone,1,person,1,person,527597,563211
585212,1,629627,6426720,1.0,4.0,4.0,5.62833,-161.113,-1.16067,-162.983,q1_graph2,2025-03-16 09:12:00,2025-03-16,75,11,3,9,phone,1,person,1,person,585212,629627
541017,0,585212,6443424,1.0,,,,,,,q1_graph2,2025-03-16 13:50:24,2025-03-16,75,11,3,13,email,1,person,1,person,541017,585212
629627,0,534034,6598227,1.0,,,,,,,q1_graph2,2025-03-18 08:50:27,2025-03-18,77,12,3,8,email,1,person,1,person,534034,629627
585212,1,563211,6616656,1.0,4.0,1.0,5.62833,-161.113,-27.3353,-18.2227,q1_graph2,2025-03-18 13:57:36,2025-03-18,77,12,3,13,phone,1,person,1,person,563211,585212
488928,0,585212,6703224,1.0,,,,,,,q1_graph2,2025-03-19 14:00:24,2025-03-19,78,12,3,14,email,1,person,1,person,488928,585212
585212,0,644830,6733654,1.0,,,,,,,q1_graph2,2025-03-19 22:27:34,2025-03-19,78,12,3,22,email,1,person,1,person,585212,644830
527597,1,585212,6751549,1.0,1.0,4.0,-27.555,-13.373,5.62833,-161.113,q1_graph2,2025-03-20 03:25:49,2025-03-20,79,12,3,3,phone,1,person,1,person,527597,585212
585212,1,599441,6784532,1.0,4.0,4.0,5.62833,-161.113,2.74785,-162.275,q1_graph2,2025-03-20 12:35:32,2025-03-20,79,12,3,12,phone,1,person,1,person,585212,599441
644830,0,585212,6821216,1.0,,,,,,,q1_graph2,2025-03-20 22:46:56,2025-03-20,79,12,3,22,email,1,person,1,person,585212,644830
541017,0,585212,6864201,1.0,,,,,,,q1_graph2,2025-03-21 10:43:21,2025-03-21,80,12,3,10,email,1,person,1,person,541017,585212
599441,0,582851,6878154,1.0,,,,,,,q1_graph2,2025-03-21 14:35:54,2025-03-21,80,12,3,14,email,1,person,1,person,582851,599441
585212,0,488928,6941544,1.0,,,,,,,q1_graph2,2025-03-22 08:12:24,2025-03-22,81,12,3,8,email,1,person,1,person,488928,585212
527597,1,582851,6944750,1.0,1.0,1.0,-27.555,-13.373,-26.6688,-7.31949,q1_graph2,2025-03-22 09:05:50,2025-03-22,81,12,3,9,phone,1,person,1,person,527597,582851
644830,0,488928,7096778,1.0,,,,,,,q1_graph2,2025-03-24 03:19:38,2025-03-24,83,13,3,3,email,1,person,1,person,488928,644830
585212,1,563211,7097908,1.0,4.0,1.0,5.62833,-161.113,-27.3353,-18.2227,q1_graph2,2025-03-24 03:38:28,2025-03-24,83,13,3,3,phone,1,person,1,person,563211,585212
488928,0,585212,7127283,1.0,,,,,,,q1_graph2,2025-03-24 11:48:03,2025-03-24,83,13,3,11,email,1,person,1,person,488928,585212
582851,1,563211,7191426,1.0,1.0,1.0,-26.6688,-7.31949,-27.3353,-18.2227,q1_graph2,2025-03-25 05:37:06,2025-03-25,84,13,3,5,phone,1,person,1,person,563211,582851
644830,0,488928,7243181,1.0,,,,,,,q1_graph2,2025-03-25 19:59:41,2025-03-25,84,13,3,19,email,1,person,1,person,488928,644830
527597,1,582851,7261450,1.0,1.0,1.0,-27.555,-13.373,-26.6688,-7.31949,q1_graph2,2025-03-26 01:04:10,2025-03-26,85,13,3,1,phone,1,person,1,person,527597,582851
541017,0,527597,7359754,1.0,,,,,,,q1_graph2,2025-03-27 04:22:34,2025-03-27,86,13,3,4,email,1,person,1,person,527597,541017
527597,1,582851,7388590,1.0,1.0,1.0,-27.555,-13.373,-26.6688,-7.31949,q1_graph2,2025-03-27 12:23:10,2025-03-27,86,13,3,12,phone,1,person,1,person,527597,582851
585212,0,644830,7489945,1.0,,,,,,,q1_graph2,2025-03-28 16:32:25,2025-03-28,87,13,3,16,email,1,person,1,person,585212,644830
527597,1,585212,7574087,1.0,1.0,4.0,-27.555,-13.373,5.62833,-161.113,q1_graph2,2025-03-29 15:54:47,2025-03-29,88,13,3,15,phone,1,person,1,person,527597,585212
541017,0,629627,7693360,1.0,,,,,,,q1_graph2,2025-03-31 01:02:40,2025-03-31,90,14,3,1,email,1,person,1,person,541017,629627
585212,0,488928,7808131,1.0,,,,,,,q1_graph2,2025-04-01 08:55:31,2025-04-01,91,14,4,8,email,1,person,1,person,488928,585212
541017,1,563211,7818079,1.0,1.0,1.0,-29.4524,-13.6491,-27.3353,-18.2227,q1_graph2,2025-04-01 11:41:19,2025-04-01,91,14,4,11,phone,1,person,1,person,541017,563211
563211,0,527597,7969021,1.0,,,,,,,q1_graph2,2025-04-03 05:37:01,2025-04-03,93,14,4,5,email,1,person,1,person,527597,563211
599441,0,585212,8043145,1.0,,,,,,,q1_graph2,2025-04-04 02:12:25,2025-04-04,94,14,4,2,email,1,person,1,person,585212,599441
563211,0,534034,8102282,1.0,,,,,,,q1_graph2,2025-04-04 18:38:02,2025-04-04,94,14,4,18,email,1,person,1,person,534034,563211
644830,0,488928,8127107,1.0,,,,,,,q1_graph2,2025-04-05 01:31:47,2025-04-05,95,14,4,1,email,1,person,1,person,488928,644830
585212,1,534034,8142014,1.0,4.0,4.0,5.62833,-161.113,0.486228,-168.472,q1_graph2,2025-04-05 05:40:14,2025-04-05,95,14,4,5,phone,1,person,1,person,534034,585212
541017,1,582851,8167759,1.0,1.0,1.0,-29.4524,-13.6491,-26.6688,-7.31949,q1_graph2,2025-04-05 12:49:19,2025-04-05,95,14,4,12,phone,1,person,1,person,541017,582851
629627,0,527597,8168946,1.0,,,,,,,q1_graph2,2025-04-05 13:09:06,2025-04-05,95,14,4,13,email,1,person,1,person,527597,629627
541017,0,527597,8294685,1.0,,,,,,,q1_graph2,2025-04-07 00:04:45,2025-04-07,97,15,4,0,email,1,person,1,person,527597,541017
629627,0,563211,8357396,1.0,,,,,,,q1_graph2,2025-04-07 17:29:56,2025-04-07,97,15,4,17,email,1,person,1,person,563211,629627
582851,1,563211,8376183,1.0,1.0,1.0,-26.6688,-7.31949,-27.3353,-18.2227,q1_graph2,2025-04-07 22:43:03,2025-04-07,97,15,4,22,phone,1,person,1,person,563211,582851
541017,0,629627,8433984,1.0,,,,,,,q1_graph2,2025-04-08 14:46:24,2025-04-08,98,15,4,14,email,1,person,1,person,541017,629627
585212,0,644830,8441674,1.0,,,,,,,q1_graph2,2025-04-08 16:54:34,2025-04-08,98,15,4,16,email,1,person,1,person,585212,644830
527597,1,582851,8458432,1.0,1.0,1.0,-27.555,-13.373,-26.6688,-7.31949,q1_graph2,2025-04-08 21:33:52,2025-04-08,98,15,4,21,phone,1,person,1,person,527597,582851
534034,0,527597,8544418,1.0,,,,,,,q1_graph2,2025-04-09 21:26:58,2025-04-09,99,15,4,21,email,1,person,1,person,527597,534034
541017,1,599441,8615406,1.0,1.0,4.0,-29.4524,-13.6491,2.74785,-162.275,q1_graph2,2025-04-10 17:10:06,2025-04-10,100,15,4,17,phone,1,person,1,person,541017,599441
541017,0,585212,8653188,1.0,,,,,,,q1_graph2,2025-04-11 03:39:48,2025-04-11,101,15,4,3,email,1,person,1,person,541017,585212
563211,0,629627,8711294,1.0,,,,,,,q1_graph2,2025-04-11 19:48:14,2025-04-11,101,15,4,19,email,1,person,1,person,563211,629627
585212,1,534034,8850337,1.0,4.0,4.0,5.62833,-161.113,0.486228,-168.472,q1_graph2,2025-04-13 10:25:37,2025-04-13,103,15,4,10,phone,1,person,1,person,534034,585212
585212,0,644830,8855927,1.0,,,,,,,q1_graph2,2025-04-13 11:58:47,2025-04-13,103,15,4,11,email,1,person,1,person,585212,644830
585212,1,629627,8905092,1.0,4.0,4.0,5.62833,-161.113,-1.16067,-162.983,q1_graph2,2025-04-14 01:38:12,2025-04-14,104,16,4,1,phone,1,person,1,person,585212,629627
585212,0,644830,9240893,1.0,,,,,,,q1_graph2,2025-04-17 22:54:53,2025-04-17,107,16,4,22,email,1,person,1,person,585212,644830
644830,0,488928,9286158,1.0,,,,,,,q1_graph2,2025-04-18 11:29:18,2025-04-18,108,16,4,11,email,1,person,1,person,488928,644830
629627,0,582851,9386339,1.0,,,,,,,q1_graph2,2025-04-19 15:18:59,2025-04-19,109,16,4,15,email,1,person,1,person,582851,629627
527597,0,534034,9397663,1.0,,,,,,,q1_graph2,2025-04-19 18:27:43,2025-04-19,109,16,4,18,email,1,person,1,person,527597,534034
563211,0,527597,9409176,1.0,,,,,,,q1_graph2,2025-04-19 21:39:36,2025-04-19,109,16,4,21,email,1,person,1,person,527597,563211
527597,0,585212,9503440,1.0,,,,,,,q1_graph2,2025-04-20 23:50:40,2025-04-20,110,16,4,23,email,1,person,1,person,527597,585212
629627,0,599441,9689806,1.0,,,,,,,q1_graph2,2025-04-23 03:36:46,2025-04-23,113,17,4,3,email,1,person,1,person,599441,629627
599441,0,541017,9862807,1.0,,,,,,,q1_graph2,2025-04-25 03:40:07,2025-04-25,115,17,4,3,email,1,person,1,person,541017,599441
